"Vilvoorde, Belgium","""Connie & Clyde""",2013
"Gyaros island, Greece","""Continents sans visa""",1959
"Colima, Mexico","""Contra viento y marea""",2005
"Vermont, USA","""Cook's Country from America's Test Kitchen""",2008
"Aragua, Venezuela","""Coraz�n Esmeralda""",2014
"Douro, Portugal","""Cora��o d'Ouro""",2015
"Kyoto, Japan","""Core Kyoto""",2013
"Galway, Ireland","""Corp & Anam""",2011
"Casino Kursaal Oostende, Belgium","""Corsari-Show""",1959
"Murmansk, Russia","""Countdown To Collision""",2012
"Novi Sad, Serbia","""Covek u srebrnoj jakni""",1987
"Calgary, Canada","""Cowboys""",2009/III
"Montana, USA","""Cowboyz and Cowgirlz""",1999
"Malopolskie, Poland","""Crimen""",1990
"Friuli-Venezia Giulia, Italy","""Crimini""",2006
"Isola d'Elba, Italy","""Crimini""",2006
"H�meenlinna, Finland","""Cristal ja Nyg�rd tripill�""",2016
"Somero, Finland","""Cristal ja Nyg�rd tripill�""",2016
"Marseille, France","""Crossing Lines""",2013
"Flanders, Belgium","""Cr�me de la Cr�me""",2013
"Ohio, USA","""Cutting Edge""",1990
"Olszyniec, Poland","""Czterej pancerni i pies""",1966
"Lviv, Ukraine","""D'Artanyan i tri mushketyora""",1979
"Neksel�, Denmark","""DR-Derude""",1988
"Sams�, Denmark","""DR-Derude""",1988
"Mykines, Faroe Islands","""DR-Derude""",1988
"L�s�, Denmark","""DR-Derude""",1988
"Hus�y, Norway","""DR-Derude""",1988
"Fan�, Denmark","""DR-Derude""",1988
"Alabama, USA","""Da Ali G Show""",2003
"Yunnan, China","""Da Li gong zhu""",2009
"Taichung City, Taiwan","""Da bing zhe ji""",1990
"Mechelen, Belgium","""Dagelijkse kost""",1996
"Cyanide Nation Studios, Puerto Rico","""Dale Pausa""",2014
"Emilia-Romagna, Italy","""Dancing Paradise""",1982
"Castletown, Isle of Man","""Dark Realm""",2000
"Grantville Georgia, USA","""Dark Wasteland""",2017
"Mitzpe Ramon, Israel","""Daroma""",2002
"Brandenburg, Germany","""Das Adlon. Eine Familiensaga""",2013
"Studio Hamburg, Germany","""Das Erbe der Guldenburgs""",1987
"Peking, China","""Das Traumhotel""",2004
"Cayo Levantado, Dominican Republic","""Das Traumhotel""",2004
"Langkawi Island, Malaysia","""Das Traumhotel""",2004
"Tobago, Trinidad and Tobago","""Das Traumhotel""",2004
"Bavaria, Germany","""Das Verschwinden""",2017
"Jersey, Channel Islands","""Dateline NBC""",1992
"Odessa, Ukraine","""Dawn Porter""",2008
"Targoviste, Romania","""Days That Shook the World""",2003
"Skopelos, Greece","""De Avonturen van Buck & Tommy op Skopelos""",2011
"Groningen, Netherlands","""De IJzeren Eeuw""",2015
"Java, Indonesia","""De IJzeren Eeuw""",2015
"Friesland, Netherlands","""De Keet""",2014
"Amsterdam, The Netherlands","""De Koosjere Hamvraag""",2012
"West Bank, Israel","""De Muur""",2014
"Avila, Spain","""De Pontis""",2014
"Kortrijk, Belgium","""De Rodenburgs""",2009
"Assenede, Belgium","""De Ronde""",2011
"Noord-Brabant, Netherlands","""De Terugkeer van""",2015
"Beernem, Belgium","""De bossen van Vlaanderen""",1991
"Baja California Norte, Mexico","""De frente y de perfil""",2006
"Jalisco, Mexico","""De kiosko en kiosko""",1995
"Bogor, Indonesia","""De kris Pusaka""",1977
"Gooik, Belgium","""De rechtvaardige rechters""",2001
"Bokrijk, Belgium","""De zoon van Artan""",2015
"La Paz, Bolivia","""Deadliest Journeys""",2010
"Idaho, USA","""Defining Moment""",2013
"Est�dios NBP - Produ��o em V�deo, Portugal","""Deixa-me Amar""",2007
"Dorado, Puerto Rico","""Demasiada Tita""",2013
"Arad, Romania","""Den f�rste zigenaren i rymden""",2002
"Scottsdale Arizona, USA","""Dennis Gile Quarterback Academy""",2016
"Georgetown, Ascension Island","""Departures""",2008
"Gal�pagos Islands, Ecuador","""Departures""",2008
"Koeln, Germany","""Der Blaulichtreport""",2015
"K�ln, Germany","""Der Elefant: Mord verj�hrt nie""",2004
"Cantone Ticino, Switzerland","""Der Ferienarzt""",2004
"Gotlands l�n, Sweden","""Der Kommissar und das Meer""",2007
"Danube Delta, Romania","""Der Seewolf""",1971
"Losinj, Croatia","""Der Sonne entgegen""",1984
"Burgenland, Austria","""Der Winzerk�nig""",2005
"Baltic Sea, Germany","""Der Wunschbaum""",2004
"Sporthalle Hamburg, Germany","""Der goldene Schu�""",1964
"Verviers, Belgium","""Der kleine Vampir - Neue Abenteuer""",1993
"Loikum, Germany","""Der schwarze Doktor""",1975
"Addis Ababa, Ethiopia","""Des trains pas comme les autres""",1987
"Trinity College Dublin, Ireland","""Designing Ireland""",2015
"Okinawa, Japan","""Destination Flavour: Japan""",2013
"Iwate, Japan","""Destination Flavour: Japan""",2013
"Pahang, Malaysia","""Destination Truth""",2007
"Amazon Rainforest, Brazil","""Destination Truth""",2007
"Suva, Fiji","""Destination Truth""",2007
"Chernobyl, Ukraine","""Destination Truth""",2007
"Mekong River, Thailand","""Destination Truth""",2007
"Halong Bay, Vietnam","""Destination Truth""",2007
"Mount Everest, Nepal","""Destination Truth""",2007
"Baja California, Mexico","""Destination X: California""",2008
"Andalucia, Spain","""Destino Andaluc�a""",2009
"Os, Norway","""Det tredje tegnet""",2001
"Minsk, Belarus","""Deti Vanyukhina""",2005
"M�nchen, Germany","""Deutsche Lebensl�ufe""",2001
"Mascotte Zurich, Switzerland","""Deville Late Night""",2016
"Bila Tserkva, Ukraine","""Devyat zhizney Nestora Makhno""",2007
"20701 Cereal St. Lake Elsinore, CA USA","""Diamondized Proposals""",2017
"Wadi Rum, Jordan","""Die Farben der W�sten""",2012
"Sahara Desert, Africa","""Die Farben der W�sten""",2012
"Salar de Uyuni, Bolivia","""Die Farben der W�sten""",2012
"Akko, Israel","""Die Geschichte Mitteldeutschlands""",1999
"Kalamata, Greece","""Die Hausmeisterin""",1987
"Canary Islands, Spain","""Die Kanarischen Inseln""",2013
"Carinthia, Austria","""Die Lugners""",2003
"Matmata, Tunisia","""Die Lugners""",2003
"Maldive Island, Maldives","""Die Lugners""",2003
"Sharm-El-Sheik, Egypt","""Die Lugners""",2003
"Luxor, Egypt","""Die Lugners""",2003
"Iguaz�, Argentina","""Die Lugners""",2003
"Kigali, Rwanda","""Die Rechte der Kinder""",1997
"Eupen, Belgium","""Die Stadt im Tal""",1975
"Basra, Iraq","""Die Story""",2000
"Bamako, Mali","""Die Story""",2000
"Da Nang, Vietnam","""Die Strandclique""",1999
"Liberec, Czech Republic","""Die Wiesingers""",1984
"Stuttgart, Germany","""Dienstags ein Held sein""",2012
"Vnukovo, Russia","""Dikiy""",2009
"Mel'nikovo, Russia","""Dikiy""",2009
"Cirkvena, Croatia","""Dirigenti i muzikasi""",1990
"Ptuj, Slovenia","""Dirty Dozen: The Series""",1988
"San Antonio Palopo, Guatemala","""Disappearing World""",1970
"Grand Bahama Island, Bahamas","""Discovery Jones Expeditions""",2000
"Donegal, Ireland","""Discovery Jones Expeditions""",2000
"Grand Cayman, Cayman Islands","""Discovery Jones Expeditions""",2000
"Cozumel, Mexico","""Discovery Jones Expeditions""",2000
"Roatan, Honduras","""Discovery Jones Expeditions""",2000
"Moorea, French Polynesia","""Discovery Jones Expeditions""",2000
"Ponce, Puerto Rico","""Discovery Jones Expeditions""",2000
"Denver, USA","""Dish for Kids""",1998
"New Providence Island, Bahamas","""Disneyland""",1954
"Gilgit-Baltistan, Pakistan","""Diyar-e-Dil""",2015
"Taganrog, Russia","""Dnevnik ubiytsy""",2003
"Hermanuv Mestec, Czech Republic","""Dobr� voda""",1982
"Lagos, Nigeria","""Doctors' Quarters""",2005
"Novo Mesto, Slovenia","""Dogodivscine Mame Manke""",2006
"Kostroma, Russia","""Doktor Zhivago""",2006
"The Palace of Auburn Hills, Michigan USA","""Donofrio MMA""",2008
"Saint Louis Missouri, USA","""Dope""",2016
"Milano, Italy","""Dottor Genio""",2008
"Saint-Petersburg, Russia","""DoubleHeaded""",2016
"""Douces France(s)"" (2012) {En Bretagne (#1.6)}","Brittany, France"
"""Douces France(s)"" (2012) {En Normandie (#1.9)}","Normandie, France"
"""Douces France(s)"" (2012) {En Rh�ne-Alpes (#1.2)}","Rh�ne-Alpes, France"
"""Douces France(s)"" (2012) {L'Aquitaine (#1.5)}","Aquitaine, France"
"Portland Oregon, USA","""Drafthouse Select""",2017
"Komodo, Indonesia","""Drive WA""",2010
"Gauteng, South Africa","""Dryfsand""",2006
"Koh Tao, Thailand","""Dr�mmen om dybet""",2005
"Klostar Ivanic, Croatia","""Duga mracna noc""",2005
"Stavanger, Norway","""Durch die Nacht mit...""",2002
"Sokirintsy, Ukraine","""Durdom""",2006
"Khon Khaen, Thailand","""Duty of Facebook""",2014
"Loviisa, Finland","""Duudsonit tuli taloon""",2012
"Kouvola, Finland","""Duudsonit tuli taloon""",2012
"Nousiainen, Finland","""Duudsonit tuli taloon""",2012
"Nurmij�rvi, Finland","""Duudsonit tuli taloon""",2012
"Maaninka, Finland","""Duudsonit tuli taloon""",2012
"Kemi, Finland","""Duudsonit tuli taloon""",2012
"Kangasala, Finland","""Duudsonit tuli taloon""",2012
"Punkalaidun, Finland","""Duudsonit tuli taloon""",2012
"Orimattila, Finland","""Duudsonit tuli taloon""",2012
"Pihtipudas, Finland","""Duudsonit tuli taloon""",2012
"Kalajoki, Finland","""Duudsonit tuli taloon""",2012
"Lieksa, Finland","""Duudsonit tuli taloon""",2012
"Jastrebarsko, Croatia","""Dva jedan u gostima""",2016
"Sarajevo, Bosnia-Herzegovina","""Dva smo svijeta razlicita""",2011
"Yaroslavl, Russia","""Dzhonik""",2006
"Broumov, Czech Republic","""D�blova lest""",2009
"Kabul, Afghanistan","""Eagle Four""",2010
"Gurabo, Puerto Rico","""Eastbound & Down""",2009
"Tianjin, China","""Eastern Battlefield""",2015
"Ashkelon, Israel","""Eat and Run""",2015
"The scene where Emeril and Jose are reunitied was filmed at the town square in Oviedo, Spain","""Eat the World with Emeril Lagasse""",2016
"County Waterford, Ireland","""Echoes""",1988
"C�rdoba, Argentina","""Eden la serie""",2011
"Aswan, Egypt","""Egypt""",2005
"Dzukija, Lithuania","""Ein Laden in...""",2007
"Upper Austria, Austria","""Ein Lied aus �sterreich""",1971
"Andros, Greece","""Eisai to tairi mou""",2001
"Yauco, Puerto Rico","""El Caf� de las 3""",2013
"TV Betacam Online - Madrid, Spain","""El Ojo Cl�nico""",2016
"Facultad de Ciencias de la Informaci�n de Madrid, Spain","""El Peyero Enmascarado""",2013
"Ceuta, Spain","""El Pr�ncipe""",2014
"Olavarr�a, Argentina","""El Pueblo del Pomelo Rosado""",2012
"San Gerardo de Goicoechea, Costa Rica","""El barrio""",1997
"Tibet, China","""El laberinto del Tibet""",2000
"Rio Bavispe, Mexico","""El mexicano""",1977
"Extremadura, Spain","""El obispo leproso""",1990
"Caguas, Puerto Rico","""El regalo""",2006
"Alps, Italy","""Elixir Sport""",2002
"Lier, Belgium","""Ella""",2010
"Fujairah, United Arab Emirates","""Embers Year""",2015
"V�stra G�talands l�n, Sweden","""En decemberdr�m""",2005
"Kerkennah Islands, Tunisia","""En direct de...""",1956
"Guanajuato, Mexico","""En el centro""",2006
"Ramton Camping, Norway","""En f�r v�ra som en er""",2019
"Paquet�, Brazil","""Entre deux inconnus""",2015
"Calabria, Italy","""Era mio fratello""",2007
"J�ms�, Finland","""Erikoisliikemiehet""",2017
"Kerava, Finland","""Erikoisliikemiehet""",2017
"Safranbolu, Turkey","""Erkekler aglamaz""",2006
"Acapulco, Mexico","""Ersin in Wonderland""",2017
"Medellin, Colombia","""Ersin in Wonderland""",2017
"Sousse, Tunisia","""Ersin in Wonderland""",2017
"Kruger Park, South Africa","""Ersin in Wonderland""",2017
"Zhangjiajie, China","""Escape or Die!""",2015
"Penang, Malaysia","""Escape or Die!""",2015
"Basque Country, Spain","""Eskamak Kentzen""",2016
"Tel Aviv-Yafo, Israel","""Esrim plus""",1998
"Colchane, Chile","""Etnogr�fica""",2012
"Knokke, Belgium","""Europabeker voor zangvoordracht - De Knokke cup""",1959
"Volga Delta, Russia","""Europas wilder Osten""",2001
"Kiskuns�gi Nemzeti Park, Hungary","""Europas wilder Osten""",2001
"Kornati National Park, Croatia","""Europas wilder Osten""",2001
"Pirin National Park, Bulgaria","""Europas wilder Osten""",2001
"Zemaitijos Nacionalinis Parkas, Lithuania","""Europas wilder Osten""",2001
"Vysok� Tatry, Slovakia","""Europas wilder Osten""",2001
"Limburg, Netherlands","""Expeditie Limburg""",2009
"Borneo, Malaysia","""Expedition Borneo""",2007
"Chimborazo, Ecuador","""Expedition Humboldt - Ein deutsches Genie in Lateinamerika""",2009
"Kuhmo, Finland","""Expeditionen ins Tierreich""",1965
"Hidalgo, Mexico","""Experiencias compartidas: Visi�n de g�nero""",2000
"Victoria Falls, Zimbabwe","""Explorers: Adventures of the Century""",2013
"Chengdu, China","""Exploring China: A Culinary Adventure""",2012
"Central Bomemia, Czech Republic","""Expozitura""",2008
"Baja California Sur, Mexico","""Expresiones de los cabos""",2004
"Charlottetown, Prince Edward Island","""Extraordinary Canadians""",2011
"Northern Cyprus, TRNC","""Ezel""",2009
"Gaziantep, Turkey","""Ezo Gelin""",2006
"Koksijde, Belgium","""F.C. De Kampioenen""",1990
"Valle del Elqui, Chile","""F.Y.E!""",2000
"Bonne, Belgium","""Fabian van Fallada""",1969
"Hyrynsalmi, Finland","""Fabio & Fabrizio""",2006
"Nurmes, Finland","""Fabio & Fabrizio""",2006
"Karlsruhe, Germany","""Fabrika""",2012
"El Berrueco, Spain","""Fago""",2008
"Piedmont, Italy","""Fai da te facile""",2007
"Rajasthan, India","""Fais pas ci, fais pas �a""",2007
"Sate din Tara Fagarasului, Romania","""Fantana credintei""",2000
"Ko Samui, Thailand","""Far Flung Floyd""",1993
"West Hollywood California, USA","""Fast Politics""",2016
"Hassloch, Germany","""Faszination Wissen""",2003
"Malmo, Sweden","""Faszination Wolkenkratzer""",2009
"Fatima, Portugal","""Fatima: Heaven's Peace Plan""",2003
"Port-au-Prince, Haiti","""Fault Lines""",2009
"Tegucigalpa, Honduras","""Fault Lines""",2009
"Sanaa, Yemen","""Fault Lines""",2009
"Larnaca, Cyprus","""Ferma Vedetelor 2""",2016
"Bled, Slovenia","""Fernweh - In den Alpen""",2009
"Transylvania, Romania","""Festival Road Trip""",2008
"Oakland California, USA","""Fight NPC""",2015
"Diamond Bar - California, USA","""Fight NPC""",2015
"Tirana, Albania","""Fiks Fare""",2002
"Cartaxo, Portugal","""Filhos do Vento""",1997
"County Clare, Ireland","""Film Night""",1970
"Bah�a Blanca, Argentina","""Fim do Mundo""",2011
"East Texas, USA","""Final Witness""",2012
"Ulaanbaatar, Mongolia","""Finding Genghis""",2010
"Uyuni, Bolivia","""Fino alla fine del mondo""",2010
"Rhodes, Greece","""First Breaks: Couples Abroad""",2016
"Austin Texas, USA","""Fish & Bird""",2016
"Kampala, Uganda","""Fix It in Five with Lynette Louise Aka the Brain Broad""",2013
"Basilicata, Italy","""Flipo con la Basilicata""",2015
"Finse, Norway","""Flo, fjell og fj�re: Jostein Flo utforsker Vestlandet""",2001
"Kanton Jura, Switzerland","""Flucht mit Luzifer""",1987
"Pristina, Kosovo","""Flygtningene fra Kosova""",2000
"Brasov, Romania","""Food and Wine Adventures in Romania""",2015
"Cluj-Napoca, Romania","""Food and Wine Adventures in Romania""",2015
"Constanta, Romania","""Food and Wine Adventures in Romania""",2015
"Nyeri, Kenya","""Food""",2010
"Northern Ontario, Canada","""Fool's Gold""",2014
"Ningxia, China","""For mo wong saa""",2006
"Far�broen, Denmark","""Forbrydelsen""",2007
"Beyrouth, Lebanon","""Fortunes""",2011
"Arkansas, USA","""Fox News Reporting""",2009
"County Wexford, Ireland","""Free House""",2011
"Jaba, Hungary","""Fremde Kinder""",1993
"Rosario, Argentina","""Fremde Kinder""",1993
"Urfa, Turkey","""Fremde Kinder""",1993
"Batumi, Georgia","""Fremde Kinder""",1993
"Diourbel, Senegal","""Fremde Kinder""",1993
"Gunsan, South Korea","""Fremde Kinder""",1993
"Vieques, Puerto Rico","""Fremde Kinder""",1993
"Gaza Strip, Palestine","""Fremde Kinder""",1993
"Ilulissat, Greenland","""Fremde Kinder""",1993
"Duisi, Georgia","""Fremde Kinder""",1993
"Bjelasnica, Bosnia-Herzegovina","""Fremde Kinder""",1993
"Jonzac, France","""French Collection""",2014
"Richelieu, France","""French Collection""",2014
"Toulouse, France","""French Collection""",2014
"Tat�rszentgy�rgy, Hungary","""Frici, a v�llalkoz� szellem""",1993
"Alanya, Turkey","""Fristet""",2011
"Los Angeles, USA","""From Russia with love: Natasha & Svetlana""",2017
"Misiones, Argentina","""Fronteras""",2015
"Newfoundland and Labrador, Canada","""Frontier""",2016
"Pyongyang, North Korea","""Frontline""",1983
"Nebraska, USA","""Frontline""",1983
"North Pole, Arctic","""Frozen Planet""",2011
"Fukui, Japan","""Fu Jing chu ti yan""",2011
"Tolemaida, Colombia","""Fuerzas Comando""",2012
"Chiba, Japan","""Fukuyama Engineering""",2002
"Kongsberg, Norway","""Future Firepower""",2013
"Siuntio, Finland","""Fyra s�nger fr�n Finland""",2004
"Carnaxide, Portugal","""F�tima""",2006
"Puerto Plata, Dominican Republic","""GD: Gangsters Diary""",2012
"Saitama, Japan","""Gal Gal Daizukan""",2007
"V�k, Iceland","""Game of Thrones""",2011
"Toronto, Canada","""Gaming Show",In My Parents Garage
"Hwange National Park, Zimbabwe","""Gangland Killers""",2014
"South Luangwa National Park, Zambia","""Gangland Killers""",2014
"Jao Camp, Botswana","""Gangland Killers""",2014
"Mashatu Game Reserve, Botswana","""Gangland Killers""",2014
"Illinois, USA","""Garage Squad""",2014
"Doksany, Czech Republic","""Geisterj�ger John Sinclair""",2000
"Xiangshan, China","""General and I""",2017
"Quezon City, Philippines","""Genesis""",2013
"Poveglia Island, Italy","""Ghost Adventures""",2008
"Nuuk, Greenland","""Gintberg p� kanten""",2011
"Thorshavn, Faroe Islands","""Gintberg p� kanten""",2011
"Gy�ngy�spata, Hungary","""Gipfel der Gen�sse""",2008
"High Tatras, Slovakia","""Gipfel der Gen�sse""",2008
"South Tyrol, Italy","""Gipfel der Gen�sse""",2008
"Harare, Zimbabwe","""Global Gardener""",1991
"Jefferson Elementary School - Pasadena, CA","""Go Public: A Documentary Film Project""",2012
"Sanoviv, Mexico","""Go West""",2013/I
"Kibbutz HaHotrim, Israel","""Goalstar""",2012
"Iwo Jima, Japan","""Goin' Back""",2005
"Benton County, Tennesee","""Goin' Pearl Crazy""",2013
"Blue Creek Rainforest Preserve, Belize","""Going Wild with Jeff Corwin""",1997
"Saarland, Germany","""Goldene Europa""",1981
"Manama, Bahrain","""Good Morning America""",1975
"Orenburg City, Russia","""Good People""",2011
"Coimbatore, India","""Gordon's Great Escape""",2010
"Zemun, Serbia","""Gorki plodovi""",2008
"Schleswig-Holstein, Germany","""Gorm i Slesvig-Holsten""",2004
"La Rioja, Spain","""Gran Reserva""",2010
"Creuse, France","""Grand Designs Abroad""",2004
"Haute-Savoie, France","""Grand Designs Abroad""",2004
